season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_attendance_raw,stadium,capacity,total_spectators,average_attendance,attendance_per_1000_residents,total_spectators_per_resident,average_attendance_pct_of_population,stadium_capacity_utilization_pct,team_budget_raw,budget_min_million_nis,budget_max_million_nis,budget_mid_million_nis,budget_min_nis,budget_max_nis,budget_mid_nis,data_source,source_note,budget_nis_per_resident,budget_million_nis_per_100k_residents,attendance_per_budget_million,total_spectators_per_budget_million,predicted_population_model,residual_population_model,residual_pct_population_model,predicted_budget_model,residual_budget_model,residual_pct_budget_model,predicted_market_budget_model,residual_market_budget_model,residual_pct_market_budget_model
2018/19,2018,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,42650,3281,6.629622145888058,0.0861790260658719,0.6629622145888059,54.5016611295681,,,,,,,,,,,,,,7206.428486538347,-3925.428486538347,-54.47120572792849,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,84259,6481,13.09557486360881,0.17025459688826025,1.309557486360881,22.23327615780446,Hapoel Tel Aviv,34.5,34.5,34.5,34500000.0,34500000.0,34500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",69.71105273792685,6.971105273792686,187.85507246376812,2442.289855072464,7206.428486538347,-725.428486538347,-10.066407900854797,6856.362991790218,-375.3629917902181,-5.474666266060829,6942.316629585728,-461.31662958572815,-6.6449955281462945
2018/19,2018,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,134446,10342,20.897150939583753,0.2716629622145888,2.0897150939583753,35.478559176672384,Maccabi Tel Aviv,180.0,180.0,180.0,180000000.0,180000000.0,180000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",363.70984037179227,36.37098403717923,57.455555555555556,746.9222222222222,7206.428486538347,3135.571513461653,43.51075597737381,21017.149261526043,-10675.149261526043,-50.79256529365737,20883.10304633828,-10541.103046338281,-50.476708480287826
2019/20,2019,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,27873,2144,9.380386940961316,0.12194940541297329,0.9380386940961315,26.146341463414636,,,,,,,,,,,,,,5087.074805634067,-2943.074805634067,-57.85397144886753,,,,,,
2019/20,2019,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,137980,10614,47.47145406486066,0.6171199577792984,4.747145406486066,65.81917400471289,Hapoel Be'er Sheva,60.0,80.0,70.0,60000000.0,80000000.0,70000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",313.0772361541592,31.307723615415924,151.62857142857143,1971.142857142857,5047.486821334047,5566.513178665953,110.28286701290936,10311.40019162267,302.5998083773302,2.9346141431226043,10014.679437623685,599.3205623763151,5.9844208305335815
2019/20,2019,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,31265,2405,22.27388074906922,0.28956044973789985,2.227388074906922,80.16666666666666,,,,,,,,,,,,,,4127.509810504251,-1722.5098105042507,-41.732421958648594,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,68392,5261,17.708855774312227,0.23021175900337615,1.7708855774312229,17.07008436080467,,,,,,,,,,,,,,5632.3226995479745,-371.3226995479745,-6.592709959210525,,,,,,
2019/20,2019,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,268579,20660,69.54285502704631,0.9040537492889192,6.954285502704631,67.12150747238466,Maccabi Haifa,90.0,100.0,95.0,90000000.0,100000000.0,95000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",319.77595486783156,31.977595486783155,217.47368421052633,2827.1473684210528,5632.3226995479745,15027.677300452026,266.8113689873998,12744.524980237074,7915.4750197629255,62.10882737518618,12499.125709896058,8160.874290103942,65.29156102208535
2019/20,2019,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,144566,11120,10.588953398130364,0.13766210763975847,1.0588953398130363,33.19402985074627,Beitar Jerusalem,45.0,60.0,52.5,45000000.0,60000000.0,52500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",49.99281055771979,4.999281055771979,211.8095238095238,2753.638095238095,11624.773787155538,-504.77378715553823,-4.342224600647916,8608.212839592587,2511.7871604074135,29.17896208205619,9340.254133096776,1779.745866903224,19.054576476637543
2019/20,2019,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,34610,2662,26.77799014183684,0.3481541092445428,2.677799014183684,45.89655172413793,,,,,,,,,,,,,,4059.3627758217635,-1397.3627758217635,-34.42320514305071,,,,,,
2019/20,2019,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,Sekzia Ness Ziona,Unknown,3500,33994,2615,55.32283997630532,0.7191757637302192,5.532283997630532,74.71428571428571,,,,,,,,,,,,,,3644.448870822436,-1029.4488708224362,-28.247038367425976,,,,,,
2019/20,2019,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,72987,5614,23.908488492921997,0.31083164403863517,2.3908488492921998,41.24908155767818,,,,,,,,,,,,,,5136.808454252184,477.19154574781624,9.289650373332554,,,,,,
2019/20,2019,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19201,1477,60.44113434545975,0.7857347464909767,6.0441134345459755,10.702898550724637,,,,,,,,,,,,,,3462.7738417664036,-1985.7738417664036,-57.34633367662948,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,33453,2573,31.0138254402565,0.40322794498752457,3.10138254402565,44.362068965517246,,,,,,,,,,,,,,3928.4876848102194,-1355.4876848102194,-34.504058395074274,,,,,,
2019/20,2019,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,48568,3736,7.548999797938977,0.0981369973732067,0.7548999797938978,62.05980066445183,,,,,,,,,,,,,,7206.428486538347,-3470.428486538347,-48.157398536891456,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,149456,11497,23.230955748636088,0.3019923216811477,2.3230955748636086,39.44082332761578,Hapoel Tel Aviv,30.0,40.0,35.0,30000000.0,40000000.0,35000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",70.72135785007072,7.072135785007072,328.48571428571427,4270.171428571429,7206.428486538347,4290.571513461653,59.53811269308322,6905.025487562505,4591.974512437495,66.50191980766282,6990.223112117524,4506.776887882476,64.47257570462946
2019/20,2019,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,274485,21114,42.66316427561123,0.5546271974136189,4.266316427561123,72.43224699828474,Maccabi Tel Aviv,150.0,180.0,165.0,150000000.0,180000000.0,165000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",333.4006870074763,33.34006870074763,127.96363636363637,1663.5454545454545,7206.428486538347,13907.571513461653,192.98840666276064,19557.2743883574,1556.7256116425997,7.959829067844601,19445.90857038441,1668.0914296155897,8.578110010020554
2020/21,2020,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,940,940,4.1126696476229645,0.004112669647622964,0.4112669647622964,11.463414634146343,,,,,,,,,,,,,,5087.074805634067,-4147.074805634067,-81.52179718373857,,,,,,
2020/21,2020,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,4000,4000,17.890127780237673,0.017890127780237672,1.7890127780237672,24.80466327669602,Hapoel Be'er Sheva,68.0,68.0,68.0,68000000.0,68000000.0,68000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",304.1321722640404,30.41321722640404,58.8235294117647,58.8235294117647,5047.486821334047,-1047.486821334047,-20.752641035270635,10116.750208533518,-6116.750208533518,-60.46161151012719,9823.053507496503,-5823.053507496503,-59.279464405366575
2020/21,2020,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,450,450,4.167669994628337,0.004167669994628337,0.4167669994628337,15.0,,,,,,,,,,,,,,4127.509810504251,-3677.5098105042507,-89.0975425702253,,,,,,
2020/21,2020,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,800,800,2.6928501462554237,0.0026928501462554237,0.2692850146255424,2.5957170668397147,,,,,,,,,,,,,,5632.3226995479745,-4832.3226995479745,-85.79626838383737,,,,,,
2020/21,2020,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,5000,5000,16.830313414096395,0.016830313414096396,1.6830313414096396,16.244314489928524,Maccabi Haifa,84.0,84.0,84.0,84000000.0,84000000.0,84000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",282.7492653568195,28.274926535681946,59.523809523809526,59.523809523809526,5632.3226995479745,-632.3226995479745,-11.226677398983584,11673.950073246735,-6673.950073246735,-57.1695958212248,11445.18309419655,-6445.183094196551,-56.31349923501596
2020/21,2020,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,1500,1500,1.4283660159348512,0.0014283660159348512,0.14283660159348513,4.477611940298507,Beitar Jerusalem,40.0,60.0,50.0,40000000.0,60000000.0,50000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",47.61220053116171,4.761220053116171,30.0,30.0,11624.773787155538,-10124.773787155538,-87.09652310260539,8364.900360731146,-6864.900360731146,-82.06792746699388,9100.7217204378,-7600.721720437799,-83.51779071948327
2020/21,2020,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,300,300,3.0178050497937834,0.0030178050497937834,0.30178050497937836,5.172413793103448,,,,,,,,,,,,,,4059.3627758217635,-3759.3627758217635,-92.60967751424313,,,,,,
2020/21,2020,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,950,950,4.0457898233480405,0.00404578982334804,0.404578982334804,6.980161645848641,,,,,,,,,,,,,,5136.808454252184,-4186.808454252184,-81.50602638855256,,,,,,
2020/21,2020,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,1000,1000,29.650714582221433,0.029650714582221432,2.9650714582221434,11.76470588235294,,,,,,,,,,,,,,3536.6899796885923,-2536.6899796885923,-71.72497431940442,,,,,,
2020/21,2020,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,1500,1500,5.547275732887579,0.005547275732887579,0.5547275732887579,13.043478260869565,,,,,,,,,,,,,,5420.019700326961,-3920.0197003269614,-72.32482383948692,,,,,,
2020/21,2020,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,500,500,20.460776691083193,0.020460776691083194,2.0460776691083193,3.6231884057971016,,,,,,,,,,,,,,3462.7738417664036,-2962.7738417664036,-85.56070875986103,,,,,,
2020/21,2020,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,1350,1350,2.727823802788442,0.002727823802788442,0.2727823802788442,22.425249169435215,,,,,,,,,,,,,,7206.428486538347,-5856.428486538347,-81.26672591670328,,,,,,
2020/21,2020,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,1500,1500,3.0309153364316024,0.0030309153364316025,0.30309153364316027,5.145797598627787,,,,,,,,,,,,,,7206.428486538347,-5706.428486538347,-79.1852510185592,,,,,,
2020/21,2020,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,5000,5000,10.103051121438675,0.010103051121438675,1.0103051121438675,17.152658662092623,Maccabi Tel Aviv,125.0,125.0,125.0,125000000.0,125000000.0,125000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",252.57627803596685,25.257627803596687,40.0,40.0,7206.428486538347,-2206.428486538347,-30.617503395197343,15664.274726574356,-10664.274726574356,-68.08023296784033,15613.389967840754,-10613.389967840754,-67.97620497343235
2021/22,2021,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,20005,1539,6.733402752863555,0.08752548542627384,0.6733402752863555,18.76829268292683,MS Ashdod,17.0,17.0,17.0,17000000.0,17000000.0,17000000.0,Sport5/Media (2021-2025),Sport5,74.37806809530893,7.437806809530893,90.52941176470588,1176.764705882353,5087.074805634067,-3548.074805634067,-69.74685730401453,5153.175639760135,-3614.175639760135,-70.13492053083532,4942.625034909848,-3403.625034909848,-68.86269969641606
2021/22,2021,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,142711,10978,49.099455692862286,0.6382795064113745,4.909945569286229,68.07639836289222,Hapoel Be'er Sheva,65.0,70.0,67.5,65000000.0,70000000.0,67500000.0,Sport5/Media (2021-2025),Range 65–70; Sport5,301.8959062915107,30.18959062915107,162.63703703703703,2114.237037037037,5047.486821334047,5930.513178665953,117.49437667869972,10068.08771276123,909.9122872387707,9.037588002788885,9775.147024964706,1202.8529750352936,12.305216197396648
2021/22,2021,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,37369,2875,26.626780521236594,0.346092577842814,2.6626780521236593,95.83333333333334,Hapoel Hadera,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5,129.66084427732602,12.966084427732604,205.35714285714286,2669.214285714286,4127.509810504251,-1252.5098105042507,-30.345410865328354,4861.200665126407,-1986.2006651264073,-40.85823239873928,4508.959660678424,-1633.9596606784244,-36.23806340357847
2021/22,2021,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,60365,4643,15.628629036329913,0.20319237384838582,1.5628629036329913,15.064892926670993,Hapoel Haifa,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,67.3212536563856,6.7321253656385585,232.15,3018.25,5632.3226995479745,-989.3226995479745,-17.565092632696157,5445.150614393864,-802.1506143938641,-14.731467891327682,5313.153330126697,-670.1533301266973,-12.61309976368999
2021/22,2021,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,321760,24751,83.31341746245998,1.0830643288239314,8.331341746245998,80.41260558804419,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Sport5/Media (2021-2025),Sport5,302.94564145373516,30.294564145373517,275.0111111111111,3575.1111111111113,5632.3226995479745,19118.677300452026,339.44570153955146,12257.900022514194,12493.099977485806,101.91876222305305,12020.060884578099,12730.939115421901,105.91409841988295
2021/22,2021,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,108200,9017,8.586384243789702,0.10303280194943394,0.8586384243789703,26.91641791044776,Beitar Jerusalem,50.0,50.0,50.0,50000000.0,50000000.0,50000000.0,Sport5/Media (2021-2025),Sport5,47.61220053116171,4.761220053116171,180.34,2164.0,11624.773787155538,-2607.7737871555382,-22.432899210795167,8364.900360731146,652.0996392688539,7.795665353410812,9100.7217204378,-83.72172043779938,-0.9199459450538156
2021/22,2021,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,45604,3508,3.3404719892663053,0.04342613586046197,0.33404719892663054,10.471641791044776,Hapoel Jerusalem,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,19.044880212464683,1.9044880212464683,175.4,2280.2,11624.773787155538,-8116.773787155538,-69.82306869595979,5445.150614393864,-1937.150614393864,-35.57570307188833,6226.332768530055,-2718.3327685300546,-43.65864899270093
2021/22,2021,2024,2024,2024,H. Nof HaGalil,Hapoel Nof HaGalil,נוף הגליל,Nof HaGalil,1061,45805.0,הצפון,,עירייה,Hapoel Nof HaGalil,Unknown,5200,21506,1654,36.10959502237747,0.4695120620019648,3.6109595022377468,31.80769230769231,Hapoel Nof HaGalil,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5 'מאני טיים' 3.9.2021,305.64348870210677,30.564348870210676,118.14285714285714,1536.142857142857,3632.8072183539075,-1978.8072183539075,-54.470471440280335,4861.200665126407,-3207.2006651264073,-65.9754839608747,4433.572773297606,-2779.5727732976056,-62.69374419741875
2021/22,2021,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,73680,5668,24.13845970393336,0.3137829412466143,2.413845970393336,41.64584864070536,Maccabi Netanya,23.0,23.0,23.0,23000000.0,23000000.0,23000000.0,Sport5/Media (2021-2025),Sport5,97.95070098632097,9.795070098632097,246.43478260869566,3203.478260869565,5136.808454252184,531.1915457478162,10.340886768088515,5737.125589027592,-69.12558902759156,-1.204881921354417,5525.081651493043,142.91834850695705,2.58671921107874
2021/22,2021,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,47592,3661,108.55126608551267,1.4111368083970823,10.855126608551267,43.07058823529412,Bnei Sakhnin,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,533.7128624799858,53.371286247998576,203.38888888888889,2644.0,3536.6899796885923,124.3100203114077,3.514869016660411,5250.5006313047115,-1589.5006313047115,-30.273315687798174,4802.177490881623,-1141.1774908816233,-23.7637507786518
2021/22,2021,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,36851,2835,10.484351135157523,0.13628177202176012,1.0484351135157524,24.65217391304348,Maccabi Petah Tikva,26.0,26.0,26.0,26000000.0,26000000.0,26000000.0,Sport5/Media (2021-2025),Sport5,96.15277937005136,9.615277937005136,109.03846153846153,1417.3461538461538,5420.019700326961,-2585.0197003269614,-47.69391705663027,6029.100563661321,-3194.100563661321,-52.97806082241932,5855.678627218661,-3020.678627218661,-51.58545780121522
2021/22,2021,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19677,1514,61.955231820599906,0.805213405900888,6.195523182059991,10.971014492753623,Hapoel Kiryat Shmona,23.0,23.0,23.0,23000000.0,23000000.0,23000000.0,Sport5/Media (2021-2025),Sport5,941.195727789827,94.11957277898269,65.82608695652173,855.5217391304348,3462.7738417664036,-1948.7738417664036,-56.277826124859196,5737.125589027592,-4223.125589027592,-73.61047833961372,5269.978361545646,-3755.9783615456463,-71.27122928914731
2021/22,2021,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,145250,11173,22.576278035966862,0.29349363507779347,2.2576278035966864,38.32933104631218,Hapoel Tel Aviv,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,60.61830672863205,6.061830672863205,372.43333333333334,4841.666666666667,7206.428486538347,3966.571513461653,55.04212691309201,6418.400529839625,4754.599470160375,74.07763738108717,6511.158286799566,4661.841713200434,71.59773281278764
2021/22,2021,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,232941,17919,36.207314609011924,0.47068296625580924,3.620731460901192,61.47169811320755,Maccabi Tel Aviv,100.0,100.0,100.0,100000000.0,100000000.0,100000000.0,Sport5/Media (2021-2025),Sport5,202.0610224287735,20.20610224287735,179.19,2329.41,7206.428486538347,10712.571513461653,148.65299133229175,13231.149937959952,4687.850062040048,35.430405399538884,13218.06584125097,4700.934158749031,35.564463176438
2022/23,2022,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,34548,2658,11.629229705725361,0.15115373509157254,1.1629229705725361,32.41463414634146,MS Ashdod,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,87.50360952389286,8.750360952389286,132.9,1727.4,5087.074805634067,-2429.074805634067,-47.749932887635225,5445.150614393864,-2787.150614393864,-51.185923251162826,5230.063930100623,-2572.063930100623,-49.178441496625034
2022/23,2022,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,164039,12618,56.43440808275973,0.7336696677356018,5.643440808275972,78.24631030633759,Hapoel Be'er Sheva,65.0,65.0,65.0,65000000.0,65000000.0,65000000.0,Sport5/Media (2021-2025),Sport5,290.71457642886213,29.071457642886212,194.12307692307692,2523.6769230769232,5047.486821334047,7570.513178665953,149.98579385423878,9824.775233899789,2793.224766100211,28.430419013173548,9535.614612305728,3082.385387694272,32.324978651260174
2022/23,2022,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,36917,2840,26.302628410543278,0.3419063848704318,2.6302628410543276,94.66666666666667,Hapoel Hadera,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5,129.66084427732602,12.966084427732604,202.85714285714286,2636.9285714285716,4127.509810504251,-1287.5098105042507,-31.193379776533053,4861.200665126407,-2021.2006651264073,-41.578219134754626,4508.959660678424,-1668.9596606784244,-37.014295675187086
2022/23,2022,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,74540,5734,19.301003423285746,0.2509063123773491,1.9301003423285747,18.604802076573655,Hapoel Haifa,25.0,25.0,25.0,25000000.0,25000000.0,25000000.0,Sport5/Media (2021-2025),Sport5,84.15156707048199,8.4151567070482,229.36,2981.6,5632.3226995479745,101.67730045202552,1.8052463588456267,5931.775572116744,-197.77557211674412,-3.3341715260843596,5792.218155444655,-58.21815544465517,-1.0051098539845293
2022/23,2022,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,372313,28639,96.40066917326135,1.2532288956284945,9.640066917326134,93.04418453541261,Maccabi Haifa,105.0,105.0,105.0,105000000.0,105000000.0,105000000.0,Sport5/Media (2021-2025),Sport5,353.43658169602435,35.343658169602435,272.752380952381,3545.8380952380953,5632.3226995479745,23006.677300452026,408.4758371941018,13717.774895682833,14921.225104317167,108.77292576810744,13457.255360531972,15181.744639468028,112.81456903904576
2022/23,2022,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,175086,13468,12.82482233507372,0.16672459484397958,1.2824822335073718,40.202985074626866,Beitar Jerusalem,37.0,37.0,37.0,37000000.0,37000000.0,37000000.0,Sport5/Media (2021-2025),Includes debts; Sport5,35.23302839305966,3.5233028393059667,364.0,4732.054054054054,11624.773787155538,1843.2262128444618,15.856017902740454,7099.675470651658,6368.324529348342,89.69881166644105,7855.1531746111095,5612.8468253888905,71.45432686825703
